Expiration Date,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Type,Index Spot
2025-02-14,26.37,2.52,22.0,22.4,5,0.1611,-0.1973,0.0014,124,5905.0,Put,6039.3101
2025-02-14,167.26,0.0,182.2,186.1,0,0.1604,0.7968,0.0014,85,5910.0,Call,6039.3101
2025-02-14,29.49,-7.22,22.7,23.1,32,0.1603,-0.2032,0.0014,158,5910.0,Put,6039.3101
2025-02-14,162.07,0.0,177.9,182.0,0,0.1596,0.7907,0.0014,20,5915.0,Call,6039.3101
2025-02-14,30.57,5.32,23.5,23.9,7,0.1595,-0.2093,0.0014,384,5915.0,Put,6039.3101
2025-02-14,176.64,-12.96,173.7,177.8,6,0.1587,0.7844,0.0015,60,5920.0,Call,6039.3101
2025-02-14,31.0,4.95,24.3,24.7,3,0.1586,-0.2156,0.0015,111,5920.0,Put,6039.3101
2025-02-14,156.84,0.0,169.5,173.6,0,0.1578,0.7779,0.0015,85,5925.0,Call,6039.3101
2025-02-14,39.83,12.98,25.1,25.5,142,0.1578,-0.2221,0.0015,330,5925.0,Put,6039.3101
2025-02-14,131.44,0.0,165.4,169.5,0,0.157,0.7713,0.0015,131,5930.0,Call,6039.3101
2025-02-14,37.0,9.35,25.9,26.4,37,0.1569,-0.2287,0.0015,642,5930.0,Put,6039.3101
2025-02-14,164.85,-12.2,161.3,165.3,1,0.1561,0.7645,0.0016,47,5935.0,Call,6039.3101
2025-02-14,37.2,8.75,26.8,27.3,8,0.1561,-0.2355,0.0016,264,5935.0,Put,6039.3101
2025-02-14,147.61,-25.34,157.2,161.3,11,0.1553,0.7575,0.0016,142,5940.0,Call,6039.3101
2025-02-14,43.62,14.27,27.7,28.2,27,0.1552,-0.2425,0.0016,257,5940.0,Put,6039.3101
2025-02-14,143.71,-25.19,153.2,157.2,9,0.1544,0.7503,0.0016,22,5945.0,Call,6039.3101
2025-02-14,37.73,7.48,28.7,29.2,2,0.1546,-0.2497,0.0016,125,5945.0,Put,6039.3101
2025-02-14,143.4,-21.45,149.1,153.3,50,0.1536,0.7429,0.0017,304,5950.0,Call,6039.3101
2025-02-14,37.17,5.97,29.6,30.1,70,0.1535,-0.257,0.0017,1674,5950.0,Put,6039.3101
2025-02-14,150.63,0.0,145.2,149.3,0,0.1529,0.7354,0.0017,42,5955.0,Call,6039.3101
2025-02-14,47.97,15.82,30.6,31.1,21,0.1527,-0.2646,0.0017,156,5955.0,Put,6039.3101
2025-02-14,112.94,0.0,141.2,145.4,0,0.152,0.7276,0.0018,130,5960.0,Call,6039.3101
2025-02-14,46.61,13.51,31.7,32.2,2,0.152,-0.2724,0.0018,272,5960.0,Put,6039.3101
2025-02-14,111.2,0.0,137.3,141.8,0,0.1516,0.7197,0.0018,59,5965.0,Call,6039.3101
2025-02-14,40.23,6.08,32.8,33.3,13,0.1512,-0.2803,0.0018,48,5965.0,Put,6039.3101
2025-02-14,110.46,0.0,133.5,137.5,0,0.1503,0.7116,0.0018,33,5970.0,Call,6039.3101
2025-02-14,42.27,7.12,33.9,34.4,17,0.1503,-0.2884,0.0018,54,5970.0,Put,6039.3101
2025-02-14,130.77,-14.13,130.7,132.6,8,0.1495,0.7032,0.0018,961,5975.0,Call,6039.3101
2025-02-14,47.31,11.06,35.0,35.5,40,0.1493,-0.2968,0.0018,619,5975.0,Put,6039.3101
2025-02-14,118.02,-22.98,127.4,128.1,10,0.1487,0.6947,0.0019,109,5980.0,Call,6039.3101
2025-02-14,49.3,11.95,36.2,36.7,28,0.1485,-0.3053,0.0019,135,5980.0,Put,6039.3101
2025-02-14,104.5,-32.7,123.8,124.4,1,0.1479,0.686,0.0019,61,5985.0,Call,6039.3101
2025-02-14,46.7,8.2,37.5,38.0,25,0.1479,-0.314,0.0019,45,5985.0,Put,6039.3101
2025-02-14,114.5,-18.9,120.1,120.7,1,0.1471,0.6771,0.002,211,5990.0,Call,6039.3101
2025-02-14,50.4,10.75,38.8,39.3,68,0.147,-0.3229,0.002,350,5990.0,Put,6039.3101
2025-02-14,110.68,-18.92,116.4,117.0,12,0.1462,0.668,0.002,167,5995.0,Call,6039.3101
2025-02-14,49.4,8.5,40.1,40.6,66,0.1462,-0.332,0.002,108,5995.0,Put,6039.3101
2025-02-14,101.14,-24.76,112.7,113.3,37,0.1455,0.6587,0.002,1999,6000.0,Call,6039.3101
2025-02-14,52.03,2.19,41.4,42.0,767,0.1454,-0.3413,0.002,3077,6000.0,Put,6039.3101
2025-02-14,103.95,-18.25,109.2,109.8,6,0.1447,0.6492,0.002,115,6005.0,Call,6039.3101
2025-02-14,57.14,13.69,42.9,43.4,59,0.1446,-0.3508,0.002,104,6005.0,Put,6039.3101
2025-02-14,84.9,-33.7,105.6,106.3,1,0.1438,0.6395,0.0021,215,6010.0,Call,6039.3101
2025-02-14,62.81,18.01,44.3,44.8,471,0.1438,-0.3605,0.0021,949,6010.0,Put,6039.3101
2025-02-14,92.4,-22.6,102.1,102.8,11,0.143,0.6296,0.0021,35,6015.0,Call,6039.3101
2025-02-14,51.19,5.04,45.8,46.3,38,0.143,-0.3704,0.0021,57,6015.0,Put,6039.3101
2025-02-14,80.0,-31.4,98.7,99.4,28,0.1423,0.6195,0.0021,206,6020.0,Call,6039.3101
2025-02-14,54.59,6.99,47.4,47.9,66,0.1422,-0.3806,0.0021,243,6020.0,Put,6039.3101
2025-02-14,71.77,-36.08,95.3,96.0,33,0.1415,0.6093,0.0022,944,6025.0,Call,6039.3101
2025-02-14,67.0,17.9,49.0,49.5,119,0.1414,-0.3907,0.0022,361,6025.0,Put,6039.3101
2025-02-14,79.57,-24.83,92.0,92.6,114,0.1406,0.5988,0.0022,340,6030.0,Call,6039.3101
2025-02-14,61.5,10.9,50.6,51.2,15,0.1406,-0.4012,0.0022,129,6030.0,Put,6039.3101
2025-02-14,77.0,-23.9,88.7,89.4,9,0.14,0.5882,0.0022,24,6035.0,Call,6039.3101
2025-02-14,66.3,14.2,52.3,52.9,20,0.1399,-0.4118,0.0022,57,6035.0,Put,6039.3101
2025-02-14,72.44,-25.16,85.5,86.1,37,0.1391,0.5774,0.0022,265,6040.0,Call,6039.3101
2025-02-14,79.86,26.11,54.1,54.6,26,0.139,-0.4226,0.0022,1302,6040.0,Put,6039.3101
2025-02-14,75.2,-19.0,82.3,83.0,11,0.1384,0.5665,0.0023,43,6045.0,Call,6039.3101
2025-02-14,63.5,8.1,55.9,56.4,5,0.1382,-0.4335,0.0023,40,6045.0,Put,6039.3101
2025-02-14,78.0,12.85,79.2,79.9,111,0.1377,0.5553,0.0023,1148,6050.0,Call,6039.3101
2025-02-14,75.28,18.18,57.7,58.3,370,0.1375,-0.4446,0.0023,686,6050.0,Put,6039.3101
2025-02-14,60.76,-27.04,76.1,76.8,3,0.1368,0.5441,0.0023,32,6055.0,Call,6039.3101
2025-02-14,58.9,0.0,59.7,60.2,0,0.1367,-0.4559,0.0023,52,6055.0,Put,6039.3101
2025-02-14,58.21,-26.39,73.1,73.8,16,0.1361,0.5326,0.0023,189,6060.0,Call,6039.3101
2025-02-14,77.1,-11.15,61.6,62.3,75,0.136,-0.4674,0.0023,94,6060.0,Put,6039.3101
2025-02-14,81.2,0.0,70.2,70.9,0,0.1354,0.521,0.0024,26,6065.0,Call,6039.3101
2025-02-14,71.12,8.52,63.8,64.3,19,0.1354,-0.479,0.0024,37,6065.0,Put,6039.3101
2025-02-14,51.03,-27.37,67.3,68.0,27,0.1347,0.5093,0.0024,949,6070.0,Call,6039.3101
2025-02-14,85.93,-13.06,65.8,66.5,23,0.1346,-0.4907,0.0024,136,6070.0,Put,6039.3101
2025-02-14,53.06,-22.34,64.5,65.2,57,0.134,0.4975,0.0024,367,6075.0,Call,6039.3101
2025-02-14,85.94,19.44,68.0,68.6,47,0.1339,-0.5025,0.0024,99,6075.0,Put,6039.3101
2025-02-14,62.76,-9.74,61.8,62.4,5,0.1333,0.4855,0.0024,281,6080.0,Call,6039.3101
2025-02-14,94.86,26.31,70.2,70.9,7,0.1332,-0.5145,0.0024,130,6080.0,Put,6039.3101
2025-02-14,52.5,-17.15,59.1,59.8,20,0.1326,0.4735,0.0024,43,6085.0,Call,6039.3101
2025-02-14,84.94,14.29,72.5,73.2,15,0.1324,-0.5265,0.0024,38,6085.0,Put,6039.3101
2025-02-14,42.03,-8.75,56.5,57.1,27,0.1319,0.4613,0.0024,1212,6090.0,Call,6039.3101
2025-02-14,89.24,16.44,74.9,75.6,19,0.1318,-0.5387,0.0024,185,6090.0,Put,6039.3101
2025-02-14,49.5,-14.5,54.0,54.5,9,0.1312,0.4491,0.0024,49,6095.0,Call,6039.3101
2025-02-14,91.6,16.55,77.4,78.0,2,0.1312,-0.5509,0.0024,46,6095.0,Put,6039.3101
2025-02-14,46.3,-15.0,51.5,52.0,298,0.1305,0.4368,0.0024,1093,6100.0,Call,6039.3101
2025-02-14,95.0,17.65,79.9,80.5,259,0.1305,-0.5632,0.0024,1842,6100.0,Put,6039.3101
2025-02-14,44.1,-14.6,49.1,49.6,4,0.1299,0.4244,0.0024,56,6105.0,Call,6039.3101
2025-02-14,103.16,23.46,82.5,83.2,1,0.1298,-0.5756,0.0024,13,6105.0,Put,6039.3101
2025-02-14,41.2,-14.9,46.7,47.3,12,0.1292,0.412,0.0024,372,6110.0,Call,6039.3101
2025-02-14,109.44,-14.98,85.2,85.8,1,0.1291,-0.588,0.0024,65,6110.0,Put,6039.3101
2025-02-14,33.1,-20.5,44.5,45.0,5,0.1286,0.3996,0.0024,84,6115.0,Call,6039.3101
2025-02-14,95.78,11.18,87.8,88.5,2,0.1286,-0.6003,0.0024,30,6115.0,Put,6039.3101
2025-02-14,37.6,4.45,42.3,42.8,13,0.128,0.3872,0.0024,430,6120.0,Call,6039.3101
2025-02-14,125.4,38.3,90.6,91.2,2,0.1279,-0.6128,0.0024,158,6120.0,Put,6039.3101
2025-02-14,35.3,-13.5,40.1,40.7,59,0.1274,0.3749,0.0024,560,6125.0,Call,6039.3101
2025-02-14,104.36,14.61,93.5,94.2,2,0.1273,-0.6252,0.0024,51,6125.0,Put,6039.3101
2025-02-14,26.0,-20.5,38.0,38.6,54,0.1267,0.3625,0.0024,396,6130.0,Call,6039.3101
2025-02-14,122.51,0.0,96.4,97.0,0,0.1268,-0.6375,0.0024,21,6130.0,Put,6039.3101
2025-02-14,29.0,-15.3,36.0,36.6,17,0.1261,0.3502,0.0024,37,6135.0,Call,6039.3101
2025-02-14,107.38,12.18,99.4,100.0,2,0.1262,-0.6498,0.0024,6,6135.0,Put,6039.3101
2025-02-14,27.3,-14.85,34.1,34.7,57,0.1256,0.338,0.0023,187,6140.0,Call,6039.3101
2025-02-14,118.98,20.88,102.4,103.1,1,0.1256,-0.662,0.0023,31,6140.0,Put,6039.3101
2025-02-14,32.29,-7.81,32.3,32.8,5,0.125,0.3258,0.0023,18,6145.0,Call,6039.3101
2025-02-14,116.96,16.06,105.6,106.3,6,0.1249,-0.6742,0.0023,18,6145.0,Put,6039.3101
2025-02-14,22.8,-15.2,30.5,31.0,365,0.1244,0.3137,0.0023,1217,6150.0,Call,6039.3101
2025-02-14,125.63,21.73,106.5,110.9,1,0.1237,-0.6862,0.0023,67,6150.0,Put,6039.3101
2025-02-14,28.73,-7.32,28.8,29.3,11,0.1239,0.3018,0.0022,28,6155.0,Call,6039.3101
2025-02-14,78.0,0.0,110.1,114.2,0,0.1236,-0.6982,0.0022,5,6155.0,Put,6039.3101
2025-02-14,28.75,-5.4,27.1,27.6,10,0.1234,0.29,0.0022,237,6160.0,Call,6039.3101
2025-02-14,166.91,0.0,113.4,117.5,0,0.123,-0.7099,0.0022,15,6160.0,Put,6039.3101
2025-02-14,21.0,-11.35,25.5,26.1,60,0.123,0.2784,0.0022,38,6165.0,Call,6039.3101
2025-02-14,82.3,0.0,116.8,120.9,0,0.1224,-0.7216,0.0022,2,6165.0,Put,6039.3101
2025-02-14,24.07,-6.53,24.0,24.5,16,0.1222,0.267,0.0022,181,6170.0,Call,6039.3101
2025-02-14,139.72,23.22,120.2,124.3,2,0.1218,-0.733,0.0022,18,6170.0,Put,6039.3101
2025-02-14,18.46,-11.55,22.6,23.0,12,0.1219,0.2557,0.0021,475,6175.0,Call,6039.3101
2025-02-14,126.18,0.0,123.7,127.9,0,0.1213,-0.7443,0.0021,9,6175.0,Put,6039.3101
2025-02-14,15.1,-12.15,21.2,21.6,16,0.1214,0.2446,0.0021,356,6180.0,Call,6039.3101
2025-02-14,102.9,0.0,127.3,131.5,0,0.1208,-0.7554,0.0021,6,6180.0,Put,6039.3101
2025-02-14,19.1,-6.6,19.8,20.3,1,0.1209,0.2337,0.002,46,6185.0,Call,6039.3101
2025-02-14,95.7,0.0,131.0,135.1,0,0.1203,-0.7663,0.002,6,6185.0,Put,6039.3101
2025-02-14,14.22,-9.98,18.6,19.0,64,0.1205,0.223,0.002,490,6190.0,Call,6039.3101
2025-02-14,198.76,0.0,134.8,138.9,0,0.12,-0.777,0.002,22,6190.0,Put,6039.3101
2025-02-14,15.7,-7.1,17.4,17.8,12,0.1199,0.2126,0.0019,47,6195.0,Call,6039.3101
2025-02-14,0.0,0.0,138.6,142.7,0,0.1196,-0.7874,0.0019,0,6195.0,Put,6039.3101
2025-02-14,12.5,-4.28,16.2,16.7,443,0.1194,0.2024,0.0019,1360,6200.0,Call,6039.3101
2025-02-14,156.11,18.81,142.5,146.5,1,0.1192,-0.7976,0.0019,12,6200.0,Put,6039.3101
2025-02-14,15.3,-4.75,15.1,15.6,4,0.119,0.1925,0.0018,26,6205.0,Call,6039.3101
2025-02-14,0.0,0.0,146.4,150.4,0,0.1188,-0.8075,0.0018,0,6205.0,Put,6039.3101
2025-02-14,11.72,-7.13,14.1,14.5,5,0.1185,0.1829,0.0018,600,6210.0,Call,6039.3101
2025-02-14,136.63,0.0,150.3,154.4,0,0.1184,-0.8171,0.0018,5,6210.0,Put,6039.3101
2025-02-14,8.7,-7.85,12.2,12.6,25,0.1177,0.1644,0.0017,1199,6220.0,Call,6039.3101
2025-02-14,172.05,19.55,158.3,162.5,1,0.1175,-0.8356,0.0017,1,6220.0,Put,6039.3101
2025-02-14,8.4,-7.05,11.3,11.8,69,0.1176,0.1555,0.0016,1279,6225.0,Call,6039.3101
2025-02-14,189.73,33.53,162.5,166.6,15,0.1172,-0.8445,0.0016,10,6225.0,Put,6039.3101
2025-02-14,9.95,-4.19,10.5,10.9,14,0.117,0.147,0.0016,258,6230.0,Call,6039.3101
2025-02-14,185.59,0.0,166.7,170.8,0,0.1169,-0.853,0.0016,1,6230.0,Put,6039.3101
2025-02-14,6.2,-6.35,9.0,9.4,117,0.1163,0.1308,0.0015,369,6240.0,Call,6039.3101
2025-02-14,148.8,0.0,175.2,179.2,0,0.1162,-0.8692,0.0015,2,6240.0,Put,6039.3101
2025-02-14,5.4,-5.5,7.7,8.1,94,0.1158,0.1158,0.0013,2228,6250.0,Call,6039.3101
2025-02-14,211.83,35.23,183.8,187.9,15,0.1155,-0.8842,0.0013,37,6250.0,Put,6039.3101
2025-02-14,5.05,-4.4,6.6,6.9,67,0.1152,0.1021,0.0012,1365,6260.0,Call,6039.3101
2025-02-14,0.0,0.0,192.6,196.7,0,0.1148,-0.8979,0.0012,0,6260.0,Put,6039.3101
2025-02-14,4.3,-3.85,5.6,5.9,75,0.1148,0.0896,0.0011,136,6270.0,Call,6039.3101
2025-02-14,0.0,0.0,201.5,205.7,0,0.1141,-0.9104,0.0011,0,6270.0,Put,6039.3101
2025-02-14,4.57,-2.98,5.1,5.5,32,0.1145,0.0838,0.0011,1579,6275.0,Call,6039.3101
2025-02-14,0.0,0.0,206.1,210.2,0,0.114,-0.9162,0.0011,0,6275.0,Put,6039.3101
2025-02-14,3.5,-3.5,4.7,5.0,37,0.1142,0.0782,0.001,125,6280.0,Call,6039.3101
2025-02-14,228.47,0.0,210.6,214.8,0,0.1136,-0.9218,0.001,1,6280.0,Put,6039.3101
2025-02-14,3.75,0.8,4.0,4.3,52,0.1141,0.0681,0.0009,139,6290.0,Call,6039.3101
2025-02-14,189.59,0.0,218.3,225.4,0,0.1127,-0.9319,0.0009,3,6290.0,Put,6039.3101
2025-02-14,2.45,0.65,3.4,3.6,49,0.1138,0.0591,0.0008,1001,6300.0,Call,6039.3101
2025-02-14,198.29,0.0,227.5,234.7,0,0.1116,-0.9409,0.0008,23,6300.0,Put,6039.3101
2025-02-14,2.7,-1.7,2.85,3.0,31,0.1133,0.0511,0.0007,169,6310.0,Call,6039.3101
2025-02-14,185.9,0.0,236.9,244.1,0,0.1117,-0.9489,0.0007,1,6310.0,Put,6039.3101
2025-02-14,2.71,-1.04,2.4,2.55,4,0.1133,0.0442,0.0007,84,6320.0,Call,6039.3101
2025-02-14,0.0,0.0,246.6,253.7,0,0.1117,-0.9558,0.0007,0,6320.0,Put,6039.3101
2025-02-14,1.97,-1.53,2.2,2.35,258,0.1133,0.0411,0.0006,967,6325.0,Call,6039.3101
2025-02-14,0.0,0.0,251.4,258.5,0,0.1117,-0.9589,0.0006,0,6325.0,Put,6039.3101
2025-02-14,1.6,-1.6,2.0,2.15,25,0.1132,0.0381,0.0006,102,6330.0,Call,6039.3101
2025-02-14,0.0,0.0,256.2,263.3,0,0.1116,-0.9618,0.0006,0,6330.0,Put,6039.3101
2025-02-14,1.6,-1.125,1.7,1.85,19,0.1135,0.0329,0.0005,60,6340.0,Call,6039.3101
2025-02-14,0.0,0.0,265.7,272.9,0,0.1102,-0.9671,0.0005,0,6340.0,Put,6039.3101
2025-02-14,1.6,-0.725,1.45,1.55,24,0.1136,0.0285,0.0005,1852,6350.0,Call,6039.3101
2025-02-14,233.36,0.0,275.4,282.6,0,0.1098,-0.9715,0.0005,10,6350.0,Put,6039.3101
2025-02-14,1.52,-0.505,1.2,1.35,4,0.1139,0.0247,0.0004,127,6360.0,Call,6039.3101
2025-02-14,0.0,0.0,285.1,292.4,0,0.1095,-0.9753,0.0004,0,6360.0,Put,6039.3101
2025-02-14,0.95,-0.8,1.05,1.15,9,0.1145,0.0215,0.0004,50,6370.0,Call,6039.3101
2025-02-14,0.0,0.0,294.9,302.1,0,0.1084,-0.9785,0.0004,0,6370.0,Put,6039.3101
2025-02-14,1.05,-0.575,0.95,1.1,3,0.1149,0.02,0.0003,310,6375.0,Call,6039.3101
2025-02-14,0.0,0.0,299.8,307.0,0,0.1081,-0.9799,0.0003,0,6375.0,Put,6039.3101
2025-02-14,3.5,0.0,0.85,1.0,0,0.1147,0.0187,0.0003,38,6380.0,Call,6039.3101
2025-02-14,0.0,0.0,304.7,312.0,0,0.1087,-0.9812,0.0003,0,6380.0,Put,6039.3101
2025-02-14,1.19,0.0,0.75,0.9,0,0.1159,0.0164,0.0003,127,6390.0,Call,6039.3101
2025-02-14,0.0,0.0,314.6,321.8,0,0.111,-0.9836,0.0003,0,6390.0,Put,6039.3101
2025-02-14,0.8,-0.35,0.65,0.75,1,0.1162,0.0145,0.0002,1014,6400.0,Call,6039.3101
2025-02-14,339.75,0.0,324.5,331.7,0,0.109,-0.9855,0.0002,0,6400.0,Put,6039.3101
2025-02-14,0.8,0.0,0.55,0.7,0,0.1174,0.0128,0.0002,7,6410.0,Call,6039.3101
2025-02-14,0.0,0.0,334.4,341.6,0,0.1092,-0.9871,0.0002,0,6410.0,Put,6039.3101
2025-02-14,0.0,0.0,0.45,0.6,0,0.1176,0.0115,0.0002,0,6420.0,Call,6039.3101
2025-02-14,0.0,0.0,344.3,351.5,0,0.1087,-0.9885,0.0002,0,6420.0,Put,6039.3101
2025-02-14,0.6,0.0,0.45,0.6,0,0.119,0.0109,0.0002,35,6425.0,Call,6039.3101
2025-02-14,0.0,0.0,349.2,356.4,0,0.1055,-0.9891,0.0002,0,6425.0,Put,6039.3101
2025-02-14,0.75,0.0,0.4,0.55,0,0.119,0.0103,0.0002,4,6430.0,Call,6039.3101
2025-02-14,0.0,0.0,354.2,361.4,0,0.1074,-0.9897,0.0002,0,6430.0,Put,6039.3101
2025-02-14,0.4,-0.3,0.35,0.5,1,0.1201,0.0093,0.0002,4,6440.0,Call,6039.3101
2025-02-14,0.0,0.0,364.3,371.3,0,0.1113,-0.9907,0.0002,0,6440.0,Put,6039.3101
2025-02-14,0.65,0.0,0.35,0.45,0,0.122,0.0084,0.0001,127,6450.0,Call,6039.3101
2025-02-14,388.83,0.0,374.6,381.2,0,0.1197,-0.9915,0.0001,1,6450.0,Put,6039.3101
2025-02-14,0.6,0.0,0.3,0.4,0,0.1228,0.0077,0.0001,1,6460.0,Call,6039.3101
2025-02-14,0.0,0.0,384.0,391.2,0,0.1131,-0.9923,0.0001,0,6460.0,Put,6039.3101
2025-02-14,0.0,0.0,0.25,0.4,0,0.1245,0.0071,0.0001,0,6470.0,Call,6039.3101
2025-02-14,0.0,0.0,393.9,401.1,0,0.0,-0.9929,0.0001,0,6470.0,Put,6039.3101
2025-02-14,0.4,0.0,0.25,0.35,0,0.1247,0.0068,0.0001,30,6475.0,Call,6039.3101
2025-02-14,0.0,0.0,398.9,406.1,0,0.0,-0.9932,0.0001,0,6475.0,Put,6039.3101
2025-02-14,0.0,0.0,0.25,0.35,0,0.126,0.0065,0.0001,0,6480.0,Call,6039.3101
2025-02-14,0.0,0.0,403.9,411.1,0,0.1136,-0.9934,0.0001,0,6480.0,Put,6039.3101
2025-02-14,0.0,0.0,0.2,0.35,0,0.1274,0.006,0.0001,0,6490.0,Call,6039.3101
2025-02-14,0.0,0.0,413.9,421.0,0,0.0,-0.9939,0.0001,0,6490.0,Put,6039.3101
2025-02-14,0.35,0.0,0.2,0.3,0,0.1287,0.0056,0.0001,42,6500.0,Call,6039.3101
2025-02-14,456.05,0.0,424.0,431.0,0,0.1115,-0.9944,0.0001,1,6500.0,Put,6039.3101
2025-02-14,0.0,0.0,0.2,0.3,0,0.1312,0.0052,0.0001,0,6510.0,Call,6039.3101
2025-02-14,0.0,0.0,434.3,440.9,0,0.1267,-0.9947,0.0001,0,6510.0,Put,6039.3101
2025-02-14,0.0,0.0,0.15,0.3,0,0.1336,0.0048,0.0001,0,6525.0,Call,6039.3101
2025-02-14,0.0,0.0,448.7,455.9,0,0.0,-0.9952,0.0001,0,6525.0,Put,6039.3101
2025-02-14,0.8,0.0,0.15,0.25,0,0.1382,0.0041,0.0001,1,6550.0,Call,6039.3101
2025-02-14,0.0,0.0,473.6,480.8,0,0.0,-0.9959,0.0001,0,6550.0,Put,6039.3101
2025-02-14,0.0,0.0,0.1,0.25,0,0.1426,0.0036,0.0001,0,6575.0,Call,6039.3101
2025-02-14,0.0,0.0,498.6,505.7,0,0.0,-0.9964,0.0001,0,6575.0,Put,6039.3101
2025-02-14,0.7,0.0,0.1,0.2,0,0.1464,0.0031,0.0,133,6600.0,Call,6039.3101
2025-02-14,0.0,0.0,523.5,530.6,0,0.0,-0.9968,0.0,0,6600.0,Put,6039.3101
2025-02-14,0.3,0.0,0.1,0.2,0,0.1524,0.0028,0.0,1,6625.0,Call,6039.3101
2025-02-14,0.0,0.0,548.4,555.6,0,0.0,-0.9972,0.0,0,6625.0,Put,6039.3101
2025-02-14,0.6,0.0,0.0,0.2,0,0.1525,0.0025,0.0,1,6650.0,Call,6039.3101
2025-02-14,0.0,0.0,573.4,580.5,0,0.0,-0.9975,0.0,0,6650.0,Put,6039.3101
2025-02-14,0.2,0.0,0.0,0.2,0,0.1636,0.002,0.0,3,6700.0,Call,6039.3101
2025-02-14,0.0,0.0,623.2,630.4,0,0.0,-0.998,0.0,0,6700.0,Put,6039.3101
2025-02-14,0.19,0.0,0.05,0.15,0,0.1859,0.0014,0.0,884,6800.0,Call,6039.3101
2025-02-14,0.0,0.0,723.0,730.2,0,0.0,-0.9986,0.0,0,6800.0,Put,6039.3101
2025-02-14,0.2,0.0,0.0,0.1,0,0.2165,0.0007,0.0,7,7000.0,Call,6039.3101
2025-02-14,0.0,0.0,923.1,929.7,0,0.2293,-0.9993,0.0,0,7000.0,Put,6039.3101
2025-02-14,0.2,0.0,0.0,0.1,0,0.2558,0.0004,0.0,4,7200.0,Call,6039.3101
2025-02-14,0.0,0.0,1122.0,1129.3,0,0.0,-0.9996,0.0,0,7200.0,Put,6039.3101
2025-02-14,0.15,0.0,0.0,0.05,0,0.2794,0.0002,0.0,11,7400.0,Call,6039.3101
2025-02-14,0.0,0.0,1321.6,1328.9,0,0.0,-0.9998,0.0,0,7400.0,Put,6039.3101
2025-02-14,0.15,0.0,0.0,0.05,0,0.3141,0.0001,0.0,6,7600.0,Call,6039.3101
2025-02-14,0.0,0.0,1521.1,1528.4,0,0.0,-0.9999,0.0,0,7600.0,Put,6039.3101
2025-02-14,0.0,0.0,0.0,0.05,0,0.3476,0.0001,0.0,0,7800.0,Call,6039.3101
2025-02-14,0.0,0.0,1720.7,1728.0,0,0.0,-0.9999,0.0,0,7800.0,Put,6039.3101
2025-02-18,0.0,0.0,3659.6,3666.5,0,1.4041,0.9998,0.0,0,2400.0,Call,6039.3101
2025-02-18,0.07,0.02,0.0,0.1,15,1.1467,-0.0002,0.0,202,2400.0,Put,6039.3101
2025-02-18,0.0,0.0,3460.1,3467.0,0,1.2914,0.9998,0.0,0,2600.0,Call,6039.3101
2025-02-18,0.15,0.0,0.0,0.1,0,1.0512,-0.0002,0.0,20,2600.0,Put,6039.3101
2025-02-18,0.0,0.0,3260.6,3267.3,0,1.1709,0.9998,0.0,0,2800.0,Call,6039.3101
2025-02-18,0.1,0.0,0.0,0.1,0,0.9626,-0.0002,0.0,40,2800.0,Put,6039.3101
2025-02-18,0.0,0.0,3061.1,3067.9,0,1.082,0.9997,0.0,0,3000.0,Call,6039.3101
2025-02-18,0.1,-0.05,0.05,0.15,1,0.9231,-0.0003,0.0,10,3000.0,Put,6039.3101
2025-02-18,0.0,0.0,2861.5,2868.4,0,0.9842,0.9997,0.0,0,3200.0,Call,6039.3101
2025-02-18,0.15,-0.025,0.0,0.15,60,0.8254,-0.0004,0.0,70,3200.0,Put,6039.3101
2025-02-18,0.0,0.0,2662.0,2668.9,0,0.8988,0.9996,0.0,0,3400.0,Call,6039.3101
2025-02-18,0.5,0.0,0.05,0.2,0,0.7792,-0.0004,0.0,106,3400.0,Put,6039.3101
2025-02-18,0.0,0.0,2462.5,2469.5,0,0.8232,0.9994,0.0,0,3600.0,Call,6039.3101
2025-02-18,0.85,0.0,0.1,0.25,0,0.7249,-0.0006,0.0,47,3600.0,Put,6039.3101
2025-02-18,0.0,0.0,2263.1,2269.8,0,0.7406,0.9992,0.0,0,3800.0,Call,6039.3101
2025-02-18,0.45,0.0,0.15,0.3,0,0.6676,-0.0008,0.0,360,3800.0,Put,6039.3101
2025-02-18,0.0,0.0,2063.6,2070.5,0,0.6755,0.9988,0.0,0,4000.0,Call,6039.3101
2025-02-18,0.7,0.1,0.25,0.4,92,0.6181,-0.0012,0.0,689,4000.0,Put,6039.3101
2025-02-18,0.0,0.0,1864.2,1871.1,0,0.6108,0.9981,0.0,0,4200.0,Call,6039.3101
2025-02-18,0.9,0.1,0.35,0.5,115,0.5642,-0.0019,0.0,809,4200.0,Put,6039.3101
2025-02-18,0.0,0.0,1664.8,1671.8,0,0.5496,0.9972,0.0,0,4400.0,Call,6039.3101
2025-02-18,0.8,-0.25,0.55,0.65,90,0.5152,-0.0028,0.0,205,4400.0,Put,6039.3101
2025-02-18,0.0,0.0,1565.1,1571.9,0,0.5125,0.9965,0.0,0,4500.0,Call,6039.3101
2025-02-18,0.9,-0.275,0.65,0.75,40,0.4898,-0.0035,0.0,215,4500.0,Put,6039.3101
2025-02-18,0.0,0.0,1465.5,1472.5,0,0.4902,0.9958,0.0,0,4600.0,Call,6039.3101
